TOTAL	consts	13905
TOTAL	const_rej	7007
TOTAL	thms	150439
TOTAL	thm_rej	62880
THM	cascade/class_infix	HOL-Library.Type_Length	7	7
THM	cascade/class_pred	HOL-Library.Extended_Nat	3	3
THM	cascade/class_pred	HOL.Quickcheck_Narrowing	9	9
THM	cascade/class_variant	HOL-Analysis.Isolated	6	6
THM	cascade/concealed	Derangements.Derangements	1	1
THM	cascade/concealed	DigitsInBase.DigitsInBase	1	1
THM	cascade/concealed	HOL-Library.Extended_Real	51	23
THM	cascade/concealed	HOL-Library.Nat_Bijection	6	5
THM	cascade/concealed	HOL-Library.Tree_Multiset	2	2
THM	cascade/concealed	HOL.Quickcheck_Exhaustive	24	24
THM	cascade/concealed	Jordan_Normal_Form.Matrix	7	5
THM	cascade/concealed	Landau_Symbols.Group_Sort	20	12
THM	cascade/concealed	Linear_Recurrences.RatFPS	2	2
THM	cascade/concealed	Sturm_Tarski.Sturm_Tarski	4	4
THM	concealed	Dirichlet_Series.Dirichlet_Series	52	52
THM	concealed	HOL-Analysis.Extended_Real_Limits	3	3
THM	concealed	HOL-Library.Lattice_Constructions	227	227
THM	concealed	HOL-Probability.Discrete_Topology	11	11
THM	concealed	HOL-Probability.Projective_Family	1	1
THM	hidden	HOL-Computational_Algebra.Polynomial	1	1
THM	inductive_infra	Coinductive.Coinductive_Nat	2	2
THM	infra_theory	HOL-Decision_Procs.Algebra_Aux	538	452
THM	infra_theory	HOL-Decision_Procs.Conversions	7	7
THM	cascade/adt_record	HOL-Library.Extended_Real	6	2
THM	cascade/class_pred	HOL-Analysis.Infinite_Sum	2	2
THM	cascade/class_pred	HOL-Library.Quotient_Type	6	6
THM	cascade/class_pred	HOL.Quickcheck_Exhaustive	15	14
THM	cascade/class_variant	HOL-Number_Theory.Cong	2	2
THM	cascade/class_variant	HOL.Topological_Spaces	29	29
THM	cascade/concealed	HOL-Combinatorics.Stirling	2	2
THM	cascade/concealed	HOL-Library.Interval_Float	2	2
THM	cascade/concealed	HOL-Library.Time_Functions	35	25
THM	concealed	Budan_Fourier.Sturm_Multiple_Roots	12	11
THM	concealed	Count_Complex_Roots.Extended_Sturm	17	13
THM	concealed	Dirichlet_Series.Dirichlet_Product	13	13
THM	concealed	HOL-Decision_Procs.Polynomial_List	18	18
THM	concealed	Hermite_Lindemann.Complex_Lexorder	1	1
THM	concealed	Rank_Nullity_Theorem.Miscellaneous	2	2
THM	hidden	Polynomial_Factorization.Missing_List	6	5
THM	inductive_infra	Coinductive.Coinductive_List	1	1
THM	inductive_infra	HOL-Algebra.Generated_Groups	1	1
THM	adt_infra	Gaussian_Integers.Gaussian_Integers	2	2
THM	adt_infra	Landau_Symbols.Landau_Real_Products	1	1
THM	adt_infra	Pratt_Certificate.Pratt_Certificate	4	4
THM	cascade/abs_rep_name	HOL-Library.Extended_Nat	12	12
THM	cascade/abs_rep_name	HOL-Library.Numeral_Type	132	112
THM	cascade/abs_rep_name	HOL-Library.Old_Datatype	15	15
THM	cascade/abs_rep_name	HOL-Library.Poly_Mapping	41	41
THM	cascade/class_infix	HOL-Analysis.Infinite_Sum	13	12
THM	cascade/class_infix	HOL-Library.Quotient_Type	11	11
THM	cascade/class_infix	HOL.Quickcheck_Exhaustive	4	4
THM	cascade/class_pred	HOL-Analysis.Inner_Product	7	3
THM	cascade/class_pred	HOL-Library.Time_Functions	3	3
THM	cascade/class_pred	HOL.Complete_Partial_Order	3	2
THM	cascade/class_pred	HOL.Semiring_Normalization	2	2
THM	cascade/concealed	Budan_Fourier.Budan_Fourier	3	3
THM	concealed	Gaussian_Integers.Gaussian_Integers	80	80
THM	concealed	HOL-Analysis.Abstract_Metric_Spaces	3	3
THM	concealed	HOL-Analysis.Complex_Transcendental	2	2
THM	concealed	HOL-Decision_Procs.Commutative_Ring	498	401
THM	concealed	HOL-Decision_Procs.Reflective_Field	445	359
THM	concealed	HOL-Probability.Random_Permutations	26	22
THM	concealed	HOL.Conditionally_Complete_Lattices	8	8
THM	concealed	IsaGeoCoq.Tarski_Neutral_Archimedes	81	81
THM	concealed	Landau_Symbols.Landau_Real_Products	282	256
THM	concealed	Lie_Groups.Transfer_Cayley_Hamilton	1	1
THM	concealed	Pratt_Certificate.Pratt_Certificate	267	245
THM	infra_theory	HOL-Decision_Procs.Approximation	2065	174
THM	adt_infra	HOL-Analysis.Bounded_Linear_Function	2	2
THM	adt_infra	HOL-Real_Asymp.Multiseries_Expansion	7	7
THM	cascade/abs_rep_name	HOL-Library.Quotient_Type	11	11
THM	cascade/abs_rep_name	Jordan_Normal_Form.Matrix	46	46
THM	cascade/abs_rep_name	Linear_Recurrences.RatFPS	41	41
THM	cascade/class_infix	HOL-Analysis.Inner_Product	63	45
THM	cascade/class_infix	HOL.Complete_Partial_Order	120	117
THM	cascade/class_infix	HOL.Semiring_Normalization	12	11
THM	cascade/class_pred	HOL-Analysis.Gamma_Function	3	2
THM	cascade/class_pred	HOL-Analysis.Product_Vector	7	5
THM	cascade/class_pred	HOL-Library.Signed_Division	10	8
THM	cascade/class_variant	HOL-Analysis.Borel_Space	2	2
THM	cascade/class_variant	HOL-Library.Infinite_Set	2	2
THM	cascade/class_variant	HOL-Library.Poly_Mapping	12	10
THM	cascade/concealed	Coinductive.Coinductive_List	1	1
THM	cascade/concealed	Gauss_Jordan.Gauss_Jordan_PA	1	1
THM	cascade/concealed	HOL-Library.While_Combinator	7	3
THM	cascade/concealed	Pell.Efficient_Discrete_Sqrt	1	1
THM	concealed	HOL-Analysis.Bounded_Linear_Function	18	18
THM	concealed	HOL-Analysis.Ordered_Euclidean_Space	16	16
THM	concealed	HOL-Computational_Algebra.Nth_Powers	11	11
THM	concealed	HOL-Computational_Algebra.Polynomial	224	199
THM	concealed	HOL-Real_Asymp.Multiseries_Expansion	2301	1884
THM	concealed	Jordan_Normal_Form.Column_Operations	30	26
THM	hidden	Algebraic_Numbers.Bivariate_Polynomials	1	1
THM	hidden	Descartes_Sign_Rule.Descartes_Sign_Rule	3	3
THM	hidden	HOL-Combinatorics.Multiset_Permutations	2	2
THM	cascade/abs_rep_name	HOL-Analysis.Sigma_Algebra	15	15
THM	cascade/adt_record	Coinductive.Coinductive_List	226	170
THM	cascade/class_infix	HOL-Analysis.Gamma_Function	12	10
THM	cascade/class_infix	HOL-Analysis.Product_Vector	21	17
THM	cascade/class_infix	HOL-Library.Signed_Division	16	15
THM	cascade/class_pred	HOL-Analysis.Euclidean_Space	2	2
THM	cascade/class_pred	HOL-Library.Lattice_Algebras	16	11
THM	cascade/class_pred	Jordan_Normal_Form.Conjugate	18	14
THM	cascade/class_variant	HOL-Analysis.Infinite_Sum	1	1
THM	cascade/class_variant	HOL-Library.Quotient_Type	3	3
THM	cascade/class_variant	HOL-Number_Theory.Mod_Exp	4	4
THM	cascade/class_variant	Jordan_Normal_Form.Matrix	2	2
THM	cascade/concealed	HOL-Library.Power_By_Squaring	6	3
THM	cascade/concealed	Sturm_Sequences.Sturm_Theorem	4	4
THM	concealed	HOL-Analysis.Elementary_Metric_Spaces	4	4
THM	concealed	HOL-Analysis.Finite_Cartesian_Product	72	72
THM	concealed	HOL-Analysis.Topology_Euclidean_Space	4	4
THM	concealed	HOL-Library.Extended_Nonnegative_Real	36	36
THM	concealed	Hermite_Lindemann.More_Polynomial_HLW	1	1
THM	concealed	Polynomial_Factorization.Missing_List	196	159
THM	hidden	Winding_Number_Eval.Cauchy_Index_Theorem	2	2
THM	infra_theory	HOL-Decision_Procs.Polynomial_List	341	323
THM	cascade/class_infix	HOL-Analysis.Euclidean_Space	31	30
THM	cascade/class_infix	HOL-Library.Lattice_Algebras	78	70
THM	cascade/class_infix	Jordan_Normal_Form.Conjugate	45	39
THM	cascade/class_pred	Rank_Nullity_Theorem.Mod_Type	4	2
THM	cascade/class_variant	HOL-Library.Groups_Big_Fun	4	4
THM	cascade/class_variant	HOL-Library.Multiset_Order	11	11
THM	cascade/class_variant	HOL.Complete_Partial_Order	130	130
THM	cascade/concealed	HOL-Analysis.Arcwise_Connected	12	6
THM	cascade/concealed	HOL-Combinatorics.Permutations	4	4
THM	cascade/concealed	HOL-Library.Discrete_Functions	1	1
THM	cascade/concealed	HOL-Library.Sorting_Algorithms	8	4
THM	cascade/concealed	HOL-Number_Theory.Eratosthenes	1	1
THM	concealed	HOL-Analysis.Cartesian_Euclidean_Space	1	1
THM	concealed	Polynomial_Interpolation.Is_Rat_To_Rat	9	9
THM	hidden	HOL-Probability.Probability_Mass_Function	1	1
THM	hidden	Polynomial_Interpolation.Missing_Unsorted	2	2
THM	inductive_infra	HOL-Analysis.Bochner_Integration	1	1
THM	infra_theory	HOL-Decision_Procs.Commutative_Ring	702	266
THM	infra_theory	HOL-Decision_Procs.Reflective_Field	751	221
THM	adt_infra	Continued_Fractions.Continued_Fractions	1	1
THM	cascade/class_infix	Rank_Nullity_Theorem.Mod_Type	92	80
THM	cascade/class_pred	HOL-Library.Infinite_Typeclass	2	2
THM	cascade/class_variant	HOL-Analysis.Linear_Algebra	2	2
THM	cascade/concealed	Catalan_Numbers.Catalan_Numbers	5	5
THM	concealed	Continued_Fractions.Continued_Fractions	150	136
THM	concealed	Descartes_Sign_Rule.Descartes_Sign_Rule	17	13
THM	concealed	HOL-Combinatorics.Multiset_Permutations	50	50
THM	concealed	HOL-Computational_Algebra.Field_as_Ring	43	43
THM	concealed	HOL-Decision_Procs.Approximation_Bounds	152	114
THM	concealed	HOL-Library.Countable_Complete_Lattices	5	5
THM	concealed	Linear_Recurrences.Eulerian_Polynomials	2	2
THM	cascade/adt_record	Catalan_Numbers.Catalan_Numbers	4	2
THM	cascade/class_infix	HOL-Library.Infinite_Typeclass	10	10
THM	cascade/class_pred	Jordan_Normal_Form.Missing_Ring	3	2
THM	cascade/class_variant	Coinductive.Coinductive_List	130	110
THM	cascade/class_variant	HOL-Library.Lattice_Algebras	4	4
THM	cascade/class_variant	HOL-Library.Order_Continuity	2	2
THM	cascade/concealed	Bell_Numbers_Spivey.Bell_Numbers	1	1
THM	concealed	HOL-Analysis.Bounded_Continuous_Function	19	19
THM	concealed	HOL-Computational_Algebra.Factorial_Ring	4	4
THM	concealed	HOL-Computational_Algebra.Fraction_Field	23	23
THM	concealed	HOL-Computational_Algebra.Polynomial_FPS	1	1
THM	infra_theory	HOL-Decision_Procs.Dense_Linear_Order	525	306
THM	cascade/class_infix	Jordan_Normal_Form.Missing_Ring	13	11
THM	cascade/class_pred	HOL-Analysis.Elementary_Topology	6	5
THM	cascade/class_pred	HOL-Computational_Algebra.Primes	30	25
THM	cascade/class_variant	Rank_Nullity_Theorem.Mod_Type	6	6
THM	cascade/concealed	HOL-Library.Lattice_Constructions	3	3
THM	concealed	Berlekamp_Zassenhaus.Unique_Factorization	5	5
THM	concealed	HOL-Probability.Probability_Mass_Function	6	6
THM	concealed	Polynomial_Interpolation.Missing_Unsorted	16	13
THM	inductive_infra	IsaGeoCoq.Tarski_Neutral_Archimedes	3	3
THM	inductive_infra	IsaGeoCoq.Tarski_Neutral_Continuity	1	1
THM	cascade/adt_record	HOL-Library.Lattice_Constructions	17	9
THM	cascade/class_infix	HOL-Analysis.Elementary_Topology	16	14
THM	cascade/class_infix	HOL-Computational_Algebra.Primes	66	57
THM	cascade/class_pred	Dirichlet_Series.Dirichlet_Series	7	6
THM	cascade/concealed	Budan_Fourier.Sturm_Multiple_Roots	3	3
THM	cascade/concealed	Count_Complex_Roots.Extended_Sturm	1	1
THM	cascade/concealed	Dirichlet_Series.Dirichlet_Product	1	1
THM	cascade/hidden	Polynomial_Factorization.Missing_List	1	1
THM	concealed	Algebraic_Numbers.Algebraic_Numbers_Prelim	17	13
THM	concealed	Dirichlet_Series.Dirichlet_Series_Analysis	7	7
THM	concealed	Linear_Recurrences.Linear_Recurrences_Misc	17	13
THM	hidden	Polynomial_Interpolation.Newton_Interpolation	25	24
THM	infra_theory	HOL-Decision_Procs.Approximation_Bounds	309	277
THM	cascade/abs_rep_name	HOL-Computational_Algebra.Primes	29	29
THM	cascade/class_infix	Dirichlet_Series.Dirichlet_Series	29	26
THM	cascade/concealed	Gaussian_Integers.Gaussian_Integers	1	1
THM	cascade/concealed	HOL-Probability.Random_Permutations	10	6
THM	cascade/concealed	IsaGeoCoq.Tarski_Neutral_Archimedes	12	12
THM	cascade/concealed	Landau_Symbols.Landau_Real_Products	24	12
THM	cascade/concealed	Pratt_Certificate.Pratt_Certificate	26	14
THM	concealed	Chebyshev_Polynomials.Chebyshev_Polynomials	184	144
THM	concealed	Jordan_Normal_Form.Gauss_Jordan_Elimination	41	35
THM	concealed	Polynomial_Interpolation.Missing_Polynomial	18	13
THM	concealed	Symmetric_Polynomials.Symmetric_Polynomials	22	22
THM	cascade/abs_rep_name	Dirichlet_Series.Dirichlet_Series	17	17
THM	cascade/adt_record	Landau_Symbols.Landau_Real_Products	2	2
THM	cascade/adt_record	Pratt_Certificate.Pratt_Certificate	6	4
THM	cascade/class_pred	HOL.Conditionally_Complete_Lattices	13	9
THM	cascade/class_variant	HOL-Analysis.Elementary_Topology	7	7
THM	cascade/class_variant	HOL-Computational_Algebra.Primes	2	2
THM	cascade/concealed	HOL-Computational_Algebra.Nth_Powers	3	3
THM	cascade/concealed	HOL-Computational_Algebra.Polynomial	14	14
THM	cascade/concealed	HOL-Real_Asymp.Multiseries_Expansion	13	13
THM	cascade/concealed	Jordan_Normal_Form.Column_Operations	2	2
THM	concealed	Affine_Arithmetic.Executable_Euclidean_Space	15	15
THM	concealed	HOL-Complex_Analysis.Cauchy_Integral_Theorem	1	1
THM	concealed	HOL-Decision_Procs.Commutative_Ring_Complete	42	13
THM	concealed	HOL-Library.Linear_Temporal_Logic_on_Streams	24	24
THM	concealed	Ordinary_Differential_Equations.Poincare_Map	1	1
THM	hidden	HOL-Computational_Algebra.Formal_Laurent_Series	1	1
THM	cascade/adt_record	HOL-Real_Asymp.Multiseries_Expansion	5	5
THM	cascade/class_infix	HOL.Conditionally_Complete_Lattices	104	100
THM	cascade/class_pred	HOL-Analysis.Ordered_Euclidean_Space	9	3
THM	cascade/class_pred	HOL-Computational_Algebra.Polynomial	8	7
THM	cascade/class_pred	HOL-Real_Asymp.Multiseries_Expansion	6	2
THM	cascade/class_variant	HOL-Analysis.Extended_Real_Limits	2	2
THM	cascade/concealed	Polynomial_Factorization.Missing_List	13	11
THM	cascade/internal_prefix	HOL.BNF_Cardinal_Order_Relation	440	434
THM	concealed	Card_Number_Partitions.Card_Number_Partitions	20	13
THM	concealed	HOL-Computational_Algebra.Euclidean_Algorithm	69	69
THM	concealed	HOL-Computational_Algebra.Formal_Power_Series	162	148
THM	concealed	Polynomial_Interpolation.Newton_Interpolation	112	87
THM	inductive_infra	HOL-Computational_Algebra.Group_Closure	4	4
THM	cascade/class_infix	HOL-Analysis.Ordered_Euclidean_Space	28	26
THM	cascade/class_infix	HOL-Computational_Algebra.Polynomial	18	16
THM	cascade/class_infix	HOL-Real_Asymp.Multiseries_Expansion	46	46
THM	cascade/class_pred	HOL-Analysis.Elementary_Metric_Spaces	2	2
THM	concealed	Berlekamp_Zassenhaus.Unique_Factorization_Poly	15	15
THM	concealed	HOL-Computational_Algebra.Polynomial_Factorial	21	21
THM	concealed	HOL-Decision_Procs.Parametric_Ferrante_Rackoff	1874	474
THM	cascade/abs_rep_name	HOL-Computational_Algebra.Polynomial	31	31
THM	cascade/class_infix	HOL-Analysis.Elementary_Metric_Spaces	8	7
THM	cascade/class_pred	Polynomial_Interpolation.Is_Rat_To_Rat	2	2
THM	cascade/class_variant	HOL.Conditionally_Complete_Lattices	410	409
THM	cascade/concealed	Continued_Fractions.Continued_Fractions	11	11
THM	cascade/concealed	Descartes_Sign_Rule.Descartes_Sign_Rule	1	1
THM	cascade/concealed	HOL-Combinatorics.Multiset_Permutations	6	6
THM	concealed	HOL-Computational_Algebra.Formal_Laurent_Series	52	52
THM	hidden	Linear_Recurrences.Linear_Inhomogenous_Recurrences	1	1
THM	inductive_infra	HOL-Number_Theory.Residue_Primitive_Roots	1	1
THM	infra_theory	HOL-Decision_Procs.Commutative_Ring_Complete	34	20
THM	cascade/adt_record	Continued_Fractions.Continued_Fractions	2	2
THM	cascade/class_infix	Polynomial_Interpolation.Is_Rat_To_Rat	9	8
THM	cascade/class_pred	HOL-Library.Countable_Complete_Lattices	9	5
THM	cascade/class_variant	HOL-Real_Asymp.Multiseries_Expansion	4	4
THM	concealed	Linear_Recurrences.Linear_Homogenous_Recurrences	13	13
THM	cascade/class_infix	HOL-Library.Countable_Complete_Lattices	78	76
THM	cascade/class_pred	HOL-Computational_Algebra.Factorial_Ring	15	12
THM	cascade/class_variant	HOL-Analysis.Elementary_Metric_Spaces	3	3
THM	cascade/class_variant	HOL-Analysis.Elementary_Normed_Spaces	4	4
THM	cascade/class_variant	HOL-Analysis.Topology_Euclidean_Space	2	2
THM	cascade/concealed	Polynomial_Interpolation.Missing_Unsorted	1	1
THM	concealed	Linear_Recurrences.Partial_Fraction_Decomposition	52	40
THM	concealed	Ordinary_Differential_Equations.ODE_Auxiliarities	2	2
THM	infra_theory	HOL-Decision_Procs.Parametric_Ferrante_Rackoff	2116	436
THM	cascade/class_infix	HOL-Computational_Algebra.Factorial_Ring	194	179
THM	cascade/class_pred	Berlekamp_Zassenhaus.Unique_Factorization	8	6
THM	cascade/concealed	Algebraic_Numbers.Algebraic_Numbers_Prelim	1	1
THM	cascade/concealed	Linear_Recurrences.Linear_Recurrences_Misc	1	1
THM	cascade/hidden	Polynomial_Interpolation.Newton_Interpolation	11	11
THM	concealed	Polynomial_Factorization.Square_Free_Factorization	34	17
THM	inductive_infra	HOL-Library.Linear_Temporal_Logic_on_Streams	4	4
THM	cascade/class_infix	Berlekamp_Zassenhaus.Unique_Factorization	60	53
THM	cascade/class_pred	Dirichlet_Series.Dirichlet_Series_Analysis	8	5
THM	cascade/class_variant	HOL-Computational_Algebra.Field_as_Ring	7	7
THM	cascade/class_variant	HOL-Computational_Algebra.Group_Closure	2	2
THM	cascade/concealed	Chebyshev_Polynomials.Chebyshev_Polynomials	17	15
THM	cascade/concealed	Jordan_Normal_Form.Gauss_Jordan_Elimination	7	7
THM	cascade/concealed	Polynomial_Interpolation.Missing_Polynomial	1	1
THM	cascade/concealed	Symmetric_Polynomials.Symmetric_Polynomials	14	12
THM	hidden	HOL-Analysis.Equivalence_Lebesgue_Henstock_Integration	1	1
THM	cascade/abs_rep_name	HOL-Probability.Probability_Mass_Function	13	13
THM	cascade/class_infix	Dirichlet_Series.Dirichlet_Series_Analysis	31	26
THM	cascade/class_variant	HOL-Computational_Algebra.Factorial_Ring	23	23
THM	cascade/class_variant	HOL-Computational_Algebra.Fraction_Field	2	2
THM	cascade/concealed	HOL-Library.Linear_Temporal_Logic_on_Streams	4	2
THM	concealed	HOL-Decision_Procs.Reflected_Multivariate_Polynomial	688	318
THM	adt_infra	Ordinary_Differential_Equations.Reachability_Analysis	3	3
THM	cascade/class_pred	Affine_Arithmetic.Executable_Euclidean_Space	2	2
THM	cascade/class_variant	Berlekamp_Zassenhaus.Unique_Factorization	33	31
THM	cascade/concealed	Card_Number_Partitions.Card_Number_Partitions	1	1
THM	cascade/concealed	HOL-Computational_Algebra.Euclidean_Algorithm	6	6
THM	cascade/concealed	HOL-Computational_Algebra.Formal_Power_Series	11	8
THM	cascade/concealed	Polynomial_Interpolation.Newton_Interpolation	5	5
THM	concealed	HOL-Computational_Algebra.Fundamental_Theorem_Algebra	1	1
THM	concealed	Ordinary_Differential_Equations.Initial_Value_Problem	1	1
THM	concealed	Ordinary_Differential_Equations.Reachability_Analysis	62	62
THM	cascade/class_infix	Affine_Arithmetic.Executable_Euclidean_Space	13	12
THM	cascade/class_pred	HOL-Computational_Algebra.Euclidean_Algorithm	22	15
THM	cascade/concealed	HOL-Computational_Algebra.Polynomial_Factorial	3	3
THM	adt_infra	Ordinary_Differential_Equations.Bounded_Linear_Operator	2	2
THM	cascade/class_infix	HOL-Computational_Algebra.Euclidean_Algorithm	80	73
THM	cascade/class_variant	Polynomial_Interpolation.Missing_Polynomial	2	2
THM	cascade/quotient_typedef	HOL-Computational_Algebra.Fraction_Field	20	20
THM	concealed	Ordinary_Differential_Equations.Bounded_Linear_Operator	23	23
THM	infra_theory	HOL-Decision_Procs.Reflected_Multivariate_Polynomial	827	293
THM	cascade/abs_rep_name	HOL-Computational_Algebra.Formal_Power_Series	239	179
THM	cascade/concealed	Linear_Recurrences.Linear_Homogenous_Recurrences	1	1
THM	cascade/class_variant	HOL-Computational_Algebra.Euclidean_Algorithm	17	17
THM	cascade/concealed	Linear_Recurrences.Partial_Fraction_Decomposition	3	3
THM	cascade/abs_rep_name	HOL-Computational_Algebra.Formal_Laurent_Series	46	46
THM	cascade/concealed	Polynomial_Factorization.Square_Free_Factorization	4	4
THM	cascade/concealed	Ordinary_Differential_Equations.Reachability_Analysis	1	1
THM	cascade/adt_record	Ordinary_Differential_Equations.Reachability_Analysis	3	3
THM	cascade/abs_rep_name	Ordinary_Differential_Equations.Bounded_Linear_Operator	47	47
CASCC	ATP.fEx	2
CASCC	ATP.fAll	2
CASCC	ATP.fNot	9
CASCC	ATP.fComp	4
CASCC	ATP.fTrue	1
CASCC	ATP.fconj	6
CASCC	ATP.fdisj	6
CASCC	ATP.fFalse	2
CASCC	ATP.fequal	6
CASCC	BNF_Def.Gr	9
CASCC	Int.cr_int	1
CASCC	Rat.cr_rat	1
CASCC	ATP.fChoice	2
CASCC	BNF_Def.Grp	70
CASCC	Fib.fib_rel	1
CASCC	Int.pcr_int	6
CASCC	Lifting.NEG	6
CASCC	Lifting.POS	7
CASCC	Rat.Abs_Rat	15
CASCC	Rat.Rep_Rat	9
CASCC	Rat.pcr_rat	8
CASCC	ATP.fimplies	5
CASCC	GCD.bezw_rel	1
CASCC	Real.cr_real	1
CASCC	Transfer.Rel	11
CASCC	Tree.ipl_rel	1
CASCC	Word.cr_word	1
CASCC	BNF_Def.fstOp	3
CASCC	BNF_Def.sndOp	3
CASCC	GCD.Gcd_class	4
CASCC	GCD.gcd_class	8
CASCC	Int.Abs_Integ	17
CASCC	Int.Rep_Integ	13
CASCC	List.upto_rel	3
CASCC	Ramsey.ES_rel	1
CASCC	Real.pcr_real	9
CASCC	Rings.dvd.dvd	14
CASCC	Word.pcr_word	8
CASCC	BNF_Def.convol	14
CASCC	BNF_Def.eq_onp	293
CASCC	HOL.type_class	46
CASCC	Nat.size_class	3
CASCC	Perm.cycle_rel	1
CASCC	Random.log_rel	1
CASCC	Tree.size1_rel	1
CASCC	Uprod.cr_uprod	1
CASCC	Z2.bit.Abs_bit	12
CASCC	Z2.bit.Rep_bit	12
CASCC	BNF_Def.collect	3
CASCC	BNF_Def.csquare	2
CASCC	BNF_Def.rel_fun	1657
CASCC	BNF_Def.rel_set	38
CASCC	Enum.class.enum	16
CASCC	Enum.enum_class	2
CASCC	Fib.gen_fib_rel	1
CASCC	GCD.gcd_nat_rel	1
CASCC	HOL.class.equal	9
CASCC	HOL.equal_class	3
CASCC	Int.int.Abs_int	4
CASCC	Int.int.Rep_int	6
CASCC	Int.ring_1.Ints	2
CASCC	List.splice_rel	4
CASCC	Nat.nat.Abs_Nat	7
CASCC	Nat.nat.Rep_Nat	8
CASCC	Rat.rat.Abs_rat	4
CASCC	Rat.rat.Rep_rat	6
CASCC	Rings.dvd_class	3
CASCC	Tree.mirror_rel	1
CASCC	Uprod.pcr_uprod	4
CASCC	BNF_Def.vimage2p	18
CASCC	Groups.abs_class	7
CASCC	Groups.one_class	10
CASCC	Groups.sgn_class	4
CASCC	Lifting.Quotient	122
CASCC	Lifting.Respects	14
CASCC	List.ord.lexordp	221
CASCC	Nitpick.Abs_Frac	5
CASCC	Nitpick.Rep_Frac	2
CASCC	Num.num.size_num	6
CASCC	Rings.class.idom	53
CASCC	Rings.class.ring	22
CASCC	Rings.idom_class	8
CASCC	Rings.ring_class	4
CASCC	Sum_Type.sum.isl	20
CASCC	Tree.bst_wrt_rel	3
CASCC	Tree.inorder_rel	1
CASCC	AList.compose_rel	4
CASCC	Groups.plus_class	4
CASCC	Groups.zero_class	3
CASCC	HOL.default_class	3
CASCC	Int.ring_1.of_int	4
CASCC	List.min_list_rel	1
CASCC	List.shuffles_rel	5
CASCC	Num.class.numeral	23
CASCC	Num.numeral_class	3
CASCC	Num.ring_1.iszero	2
CASCC	Orderings.ord.max	177
CASCC	Orderings.ord.min	174
CASCC	Power.power.power	7
CASCC	Power.power_class	4
CASCC	Rings.class.dioid	5
CASCC	Rings.dioid_class	3
CASCC	Transfer.bi_total	91
CASCC	Tree.complete_rel	3
CASCC	Tree.height_class	3
CASCC	Tree.inorder2_rel	1
CASCC	Tree.preorder_rel	1
CASCC	Tree.subtrees_rel	1
CASCC	FSet.fset.Abs_fset	28
CASCC	FSet.linorder.fMax	2
CASCC	FSet.linorder.fMin	2
CASCC	Fields.class.field	59
CASCC	Fields.field_class	10
CASCC	Float.power_up_rel	1
CASCC	GCD.class.ring_gcd	23
CASCC	GCD.ring_gcd_class	3
CASCC	Groups.minus_class	6
CASCC	Groups.times_class	7
CASCC	Lattices.inf_class	4
CASCC	Lattices.sup_class	4
CASCC	List.transpose_rel	5
CASCC	Matrix.mat.Abs_mat	8
CASCC	Matrix.mat.Rep_mat	15
CASCC	Matrix.pow_mat_rel	1
CASCC	Matrix.vec.Abs_vec	8
CASCC	Matrix.vec.Rep_vec	15
CASCC	Num.random_aux_num	1
CASCC	Primes.gf2.Abs_gf2	8
CASCC	Primes.gf2.Rep_gf2	21
CASCC	Random.iterate_rel	1
CASCC	Real.real.Abs_real	5
CASCC	Real.real.Rep_real	7
CASCC	Rings.abs_if_class	6
CASCC	Rings.class.abs_if	6
CASCC	Rings.class.ring_1	111
CASCC	Rings.divide_class	6
CASCC	Rings.modulo_class	4
CASCC	Rings.ring_1_class	5
CASCC	Saturated.Abs_sat'	9
CASCC	Transfer.bi_unique	190
CASCC	Tree.linorder.heap	2
CASCC	Tree.postorder_rel	1
CASCC	Tree.wbalanced_rel	3
CASCC	Word.ring_1.signed	2
CASCC	Word.word.Abs_word	5
CASCC	Word.word.Rep_word	7
CASCC	AList.clearjunk_rel	4
CASCC	AList.map_entry_rel	1
CASCC	Code_Evaluation.Abs	1
CASCC	Code_Evaluation.App	30
CASCC	Groups.uminus_class	3
CASCC	List.class.interval	35
CASCC	List.interval_class	5
CASCC	List.list.size_list	15
CASCC	List.ord.lexordp_eq	151
CASCC	List.sorted_wrt_rel	3
CASCC	Nat.semiring_1.Nats	2
CASCC	Nitpick.nat_gcd_rel	1
CASCC	Num.neg_numeral.dbl	2
CASCC	Num.neg_numeral.sub	2
CASCC	Num.numeral.numeral	5
CASCC	Orderings.bot_class	4
CASCC	Orderings.ord.Least	74
CASCC	Orderings.ord_class	4
CASCC	Orderings.top_class	3
CASCC	Rings.class.semidom	10
CASCC	Rings.semidom_class	3
CASCC	Transfer.left_total	93
CASCC	Tree.min_height_rel	1
CASCC	Tree.tree.size_tree	5
CASCC	AList.delete_aux_rel	1
CASCC	BNF_Def.pick_middlep	2
CASCC	Code_Evaluation.Free	2
CASCC	Fields.inverse_class	6
CASCC	Float.power_down_rel	1
CASCC	List.random_aux_list	1
CASCC	List.remdups_adj_rel	1
CASCC	List.trancl_list_rel	3
CASCC	Rings.class.semiring	11
CASCC	Rings.semiring_class	3
CASCC	Sum_Type.sum.Abs_sum	7
CASCC	Sum_Type.sum.Rep_sum	6
CASCC	Transfer.is_equality	4
CASCC	Transfer.rev_implies	1
CASCC	Transfer.right_total	116
CASCC	Tree.height_tree_rel	1
CASCC	Tree.random_aux_tree	1
CASCC	Utility.max_list_rel	1
CASCC	Word.random_aux_word	1
