TOTAL	consts	13905
TOTAL	const_rej	7007
TOTAL	thms	150439
TOTAL	thm_rej	62880
CASCC	Groups.class.canonically_ordered_monoid_add_axioms	3
CASCC	Product_Vector.class.uniform_topological_group_add	8
CASCC	Product_Vector.uniform_topological_group_add_class	4
CASCC	Quickcheck_Exhaustive.full_exhaustive_integer'_rel	3
CASCC	Quickcheck_Exhaustive.full_exhaustive_natural'_rel	3
CASCC	Quickcheck_Narrowing.narrowing_cons.Narrowing_cons	14
CASCC	Real_Vector_Spaces.class.real_normed_vector_axioms	3
CASCC	Rings.class.linordered_comm_semiring_strict_axioms	3
CASCC	Topological_Spaces.class.linear_continuum_topology	7
CASCC	Topological_Spaces.linear_continuum_topology_class	3
CASCC	Topology_Euclidean_Space.euclidean_space.eucl_less	2
CASCC	UnivPoly.up_ring.up_ring_ext.up_ring_ext_Tuple_Iso	4
CASCC	Bit_Operations.class.semiring_bit_operations_axioms	2
CASCC	Elementary_Topology.class.second_countable_topology	8
CASCC	Elementary_Topology.second_countable_topology_class	3
CASCC	Groups.class.ordered_ab_semigroup_add_imp_le_axioms	3
CASCC	Groups.class.ordered_ab_semigroup_monoid_add_imp_le	15
CASCC	Groups.class.strict_ordered_ab_semigroup_add_axioms	3
CASCC	Groups.ordered_ab_semigroup_monoid_add_imp_le_class	3
CASCC	Lattice_Algebras.class.semilattice_inf_ab_group_add	7
CASCC	Lattice_Algebras.class.semilattice_sup_ab_group_add	7
CASCC	Lattice_Algebras.semilattice_inf_ab_group_add_class	3
CASCC	Lattice_Algebras.semilattice_sup_ab_group_add_class	3
CASCC	Multiset_Permutations.permutations_of_list_impl_rel	1
CASCC	Parity.class.linordered_euclidean_semiring_division	44
CASCC	Parity.linordered_euclidean_semiring_division_class	2
CASCC	Partial_Fraction_Decomposition.normalise_decomp_rel	1
CASCC	Product_Vector.class.uniform_topological_monoid_add	7
CASCC	Product_Vector.uniform_topological_monoid_add_class	3
CASCC	Real_Vector_Spaces.class.ordered_real_vector_axioms	3
CASCC	Real_Vector_Spaces.class.real_normed_algebra_axioms	3
CASCC	Rings.class.semiring_no_zero_divisors_cancel_axioms	3
CASCC	Unique_Factorization.comm_semiring_1.primitive_poly	1
CASCC	Congruence.eq_object.eq_object_ext.Abs_eq_object_ext	4
CASCC	Congruence.eq_object.eq_object_ext.Rep_eq_object_ext	6
CASCC	Formal_Power_Series.fps_left_inverse_constructor_rel	1
CASCC	Random_Permutations.fold_bind_random_permutation_rel	5
CASCC	Euclidean_Algorithm.euclidean_ring_gcd.euclid_ext_aux	2
CASCC	Factorial_Ring.factorial_semiring.prime_factorization	4
CASCC	Formal_Power_Series.fps_right_inverse_constructor_rel	1
CASCC	Gauss_Jordan_Elimination.pivot_positions_main_gen_rel	3
CASCC	Multiset_Order.preorder.less_multiset\<^sub>D\<^sub>M	5
CASCC	Multiset_Order.preorder.less_multiset\<^sub>H\<^sub>O	6
CASCC	Newton_Interpolation.divided_differences_impl_int_rel	1
CASCC	Newton_Interpolation.newton_coefficients_main_int_rel	1
CASCC	Ordered_Euclidean_Space.class.ordered_euclidean_space	26
CASCC	Ordered_Euclidean_Space.ordered_euclidean_space_class	9
CASCC	Pratt_Certificate.efficient_power.efficient_power_rel	12
CASCC	Real_Vector_Spaces.class.real_normed_algebra_1_axioms	3
CASCC	Conditionally_Complete_Lattices.class.linear_continuum	9
CASCC	Conditionally_Complete_Lattices.linear_continuum_class	4
CASCC	Dirichlet_Series_Analysis.class.nat_power_normed_field	18
CASCC	Dirichlet_Series_Analysis.nat_power_normed_field_class	5
CASCC	Euclidean_Rings.class.euclidean_semiring_cancel_axioms	3
CASCC	Euclidean_Rings.class.unique_euclidean_semiring_axioms	2
CASCC	Factorial_Ring.class.factorial_semiring_multiplicative	16
CASCC	Factorial_Ring.factorial_semiring_multiplicative_class	3
CASCC	Lattice_Algebras.class.lattice_ab_group_add_abs_axioms	3
CASCC	Lattice_Constructions.random_aux_flat_complete_lattice	1
CASCC	Multiset_Permutations.permutations_of_set_aux_list_rel	1
CASCC	Complete_Lattices.class.complete_distrib_lattice_axioms	3
CASCC	Dirichlet_Series_Analysis.class.dirichlet_series_axioms	3
CASCC	Elementary_Topology.topological_space.topological_basis	5
CASCC	Euclidean_Algorithm.class.euclidean_semiring_gcd_axioms	2
CASCC	Multiset_Permutations.permutations_of_list_impl_aux_rel	1
CASCC	Real_Vector_Spaces.class.real_normed_div_algebra_axioms	3
CASCC	Rings.class.normalization_semidom_multiplicative_axioms	3
CASCC	Euclidean_Algorithm.normalization_euclidean_semiring.Gcd	2
CASCC	Euclidean_Algorithm.normalization_euclidean_semiring.Lcm	2
CASCC	Euclidean_Algorithm.normalization_euclidean_semiring.gcd	3
CASCC	Euclidean_Algorithm.normalization_euclidean_semiring.lcm	2
CASCC	Topological_Spaces.class.first_countable_topology_axioms	3
CASCC	Parity.linordered_euclidean_semiring_division.divides_aux	2
CASCC	Product_Vector.class.uniform_topological_group_add_axioms	3
CASCC	Square_Free_Factorization.monic_factorization.A_B_C_D_rel	4
CASCC	Congruence.eq_object.eq_object_ext.eq_object_ext_Tuple_Iso	5
CASCC	Elementary_Topology.class.second_countable_topology_axioms	3
CASCC	Euclidean_Algorithm.class.normalization_euclidean_semiring	25
CASCC	Euclidean_Algorithm.euclidean_ring_gcd.bezout_coefficients	2
CASCC	Euclidean_Algorithm.euclidean_ring_gcd.euclid_ext_aux_sumC	2
CASCC	Euclidean_Algorithm.normalization_euclidean_semiring_class	5
CASCC	Parity.class.linordered_euclidean_semiring_division_axioms	2
CASCC	Product_Vector.class.uniform_topological_monoid_add_axioms	3
CASCC	Executable_Euclidean_Space.class.executable_euclidean_space	11
CASCC	Executable_Euclidean_Space.executable_euclidean_space_class	2
CASCC	String.linordered_euclidean_semiring_bit_operations.char_of	2
CASCC	Countable_Complete_Lattices.class.countable_complete_lattice	53
CASCC	Countable_Complete_Lattices.countable_complete_lattice_class	7
CASCC	Ordered_Euclidean_Space.class.ordered_euclidean_space_axioms	2
CASCC	Conditionally_Complete_Lattices.class.linear_continuum_axioms	3
CASCC	Dirichlet_Series_Analysis.class.nat_power_normed_field_axioms	3
CASCC	Euclidean_Algorithm.normalization_euclidean_semiring.gcd_sumC	2
CASCC	Tarski_Neutral_Archimedes.Tarski_neutral_dimensionless.Sym_rel	2
CASCC	Euclidean_Algorithm.euclidean_ring_gcd_class.euclid_ext_aux_rel	3
CASCC	Tarski_Neutral_Archimedes.Tarski_neutral_dimensionless.MidR_rel	2
CASCC	Tarski_Neutral_Archimedes.Tarski_neutral_dimensionless.SymR_rel	2
CASCC	Semiring_Normalization.class.comm_semiring_1_cancel_crossproduct	9
CASCC	Semiring_Normalization.comm_semiring_1_cancel_crossproduct_class	2
CASCC	Tarski_Neutral_Archimedes.Tarski_neutral_dimensionless.Gradn_rel	2
CASCC	Bit_Operations.class.linordered_euclidean_semiring_bit_operations	101
CASCC	Bit_Operations.linordered_euclidean_semiring_bit_operations_class	3
CASCC	Bit_Operations.linordered_euclidean_semiring_bit_operations.or_num	1
CASCC	Euclidean_Algorithm.normalization_euclidean_semiring_class.gcd_rel	3
CASCC	Executable_Euclidean_Space.class.executable_euclidean_space_axioms	2
CASCC	Congruence.partial_object.partial_object_ext.Abs_partial_object_ext	4
CASCC	Congruence.partial_object.partial_object_ext.Rep_partial_object_ext	6
CASCC	Countable_Complete_Lattices.class.countable_complete_lattice_axioms	3
CASCC	Tarski_Neutral_Archimedes.Tarski_neutral_dimensionless.GradExpn_rel	2
CASCC	Conditionally_Complete_Lattices.class.conditionally_complete_lattice	72
CASCC	Conditionally_Complete_Lattices.conditionally_complete_lattice_class	5
CASCC	Countable_Complete_Lattices.class.countable_complete_distrib_lattice	19
CASCC	Countable_Complete_Lattices.countable_complete_distrib_lattice_class	2
CASCC	Conditionally_Complete_Lattices.class.conditionally_complete_linorder	18
CASCC	Conditionally_Complete_Lattices.conditionally_complete_linorder_class	4
CASCC	Lattice_Constructions.flat_complete_lattice.size_flat_complete_lattice	7
CASCC	Tarski_Neutral_Archimedes.Tarski_neutral_dimensionless.GradExpInvn_rel	2
CASCC	Bit_Operations.linordered_euclidean_semiring_bit_operations.or_num_sumC	1
CASCC	Semiring_Normalization.class.comm_semiring_1_cancel_crossproduct_axioms	3
CASCC	Congruence.partial_object.partial_object_ext.partial_object_ext_Tuple_Iso	32
CASCC	Euclidean_Algorithm.class.normalization_euclidean_semiring_multiplicative	5
CASCC	Euclidean_Algorithm.normalization_euclidean_semiring_multiplicative_class	3
CASCC	Conditionally_Complete_Lattices.class.conditionally_complete_lattice_axioms	2
CASCC	Countable_Complete_Lattices.class.countable_complete_distrib_lattice_axioms	3
CASCC	Bit_Operations.linordered_euclidean_semiring_bit_operations_class.or_num_rel	1
